codigo,codigo_padre,descripcion,fecha_desde,impuestos_cliente,impuestos_proveedor
44440.02,44440,"MAQUINAS  PARA  MEZCLAR  O  AMASAR  TIERRA,  PIEDRA,  MENAS  U OTRAS SUBSTANCIAS  MINERALES  SOLIDAS  (INCLUSO POLVOS Y PASTAS): MEZCLADORAS  DE HORMIGON,  NO  MONTADAS  PERMANENTEMENTE  EN VAGONES  DE  FERROCARRIL  O CHASIS DE CAMION, ETC.",2008-01-25,,
44440.02.1,44440.02,"MAQUINAS  PARA  MEZCLAR  O  AMASAR  TIERRA,  PIEDRA,  MENAS  U OTRAS SUBSTANCIAS  MINERALES  SOLIDAS  (INCLUSO POLVOS Y PASTAS): MEZCLADORAS  DE HORMIGON",,,
44440.03,44440,"MAQUINAS PARA AGLOMERAR, CONFIGURAR O MOLDEAR COMBUSTIBLES MINERALES  SOLIDOS, PASTAS CERAMICAS,  CEMENTOS SIN FRAGUAR, MATERIALES DE ENLUCIDO U OTROS PRODUCTOS MINERALES EN POLVO O PASTA Y MAQUINAS PARA FORMAR MOLDES DE ARENA  PARA FUNDICION:MAQUINAS DE ",2008-01-25,,
44440.03.1,44440.03,"MAQUINAS PARA AGLOMERAR, CONFIGURAR O MOLDEAR COMBUSTIBLES MINERALES  SOLIDOS, PASTAS CERAMICAS,  CEMENTOS SIN FRAGUAR, MATERIALES DE ENLUCIDO U OTROS PRODUCTOS MINERALES EN POLVO O PASTA Y MAQUINAS PARA FORMAR MOLDES DE ARENA  PARA FUNDICION:MAQUINAS DE ",,,
4445,444,TRACTORES DE ORUGA,2008-01-25,,
44450,4445,TRACTORES DE ORUGA,2008-01-23,,
44450,44450,"TRACTORES DE ORUGA: TRACTORRES DE ORUGA CON CABRESTANTE, ETC.",2008-01-25,,
44450.00.1,44450,"TRACTORES DE ORUGA: TRACTORRES DE ORUGA CON CABRESTANTE, ETC.",,,
4446,444,PARTES Y PIEZAS N.C.P. DE MAQUINAS PARA HACER PERFORACIONES O POZOS Y DE GRUAS DE BRAZO MOVIL  GRUAS  VASTIDORES ELEVADORES MOVILES  CAMIONES DE PORTICO ALTO Y CAMIONES DE FAENA PROVISTOS DE GRUAS; PARTES Y PIEZAS N.C.P. DE MAQUINAS MOVEDORAS  CONFORMADOR,2008-01-25,,
44461,4446,"PARTES Y PIEZAS N.C.P. DE MAQUINAS PARA HACER PERFORACIONES O POZOS Y DE GRUAS DE BRAZO MOVIL, GRUAS, VASTIDORES ELEVADORES MOVILES, CAMIONES DE PORTICO ALTO Y CAMIONES DE FAENA PROVISTOS DE GRUAS; PARTES Y PIEZAS N.C.P. DE MAQUINAS MOVEDORAS, CONFORMADOR",2008-01-23,,
44461,44461,"PARTES Y PIEZAS DE LAS MAQUINAS AUTOPROPULSADAS, PARA HACER PERFORACIONES O POZOS,  MAQUINAS PROFUNDIZADORAS DE POZOS, MAQUINAS TALADRADORAS DE POZOS, MAQUINAS TALADRADORAS ROTATORIAS: BRAZOS, COLLARINES DE HENDIDO, TALADRO, COLLARINES DE TOPE,CUBILETES E",2008-01-25,,
44461.00.1,44461,"PARTES Y PIEZAS DE LAS MAQUINAS AUTOPROPULSADAS, PARA HACER PERFORACIONES O POZOS,  MAQUINAS PROFUNDIZADORAS DE POZOS, MAQUINAS TALADRADORAS DE POZOS, MAQUINAS TALADRADORAS ROTATORIAS: BRAZOS, COLLARINES DE HENDIDO, TALADRO, COLLARINES DE TOPE,CUBILETES E",,,
44461.00.2,44461,"PARTES, PIEZAS Y EQUIPOS PARA PERFORACION DE POZOS PETROLEROS",2008-12-09,,
44461.09,44461,"OTRAS PARTES Y PIEZAS DE LA MAQUINARIA NO AUTOPROPULSADA, MAQUINARIA Y EQUIPO DE INGENIERIA CIVIL Y PARA CONTRATISTAS, GRUAS DE BRAZO MOVIL, GRUAS (INCLUSO GRUAS DE CABLE), BASTIDORES ELEVADORES MOVILES, CAMIONES DE PORTICO ALTO Y CAMIONES DE FAENA PROVIS",2008-01-25,,
44461.09.1,44461.09,"OTRAS PARTES Y PIEZAS DE LA MAQUINARIA NO AUTOPROPULSADA, MAQUINARIA Y EQUIPO DE INGENIERIA CIVIL Y PARA CONTRATISTAS, GRUAS DE BRAZO MOVIL, GRUAS (INCLUSO GRUAS DE CABLE), BASTIDORES ELEVADORES MOVILES, CAMIONES DE PORTICO ALTO Y CAMIONES DE FAENA PROVIS",,,
44462,4446,"PARTES Y PIEZAS DE LAS MAQUINAS PARA CLASIFICAR, CRIBAR, SEPARAR, LAVAR, TRITURAR, PULVERIZAR, MEZCLAR O AMASAR TIERRA, PIEDRAS, MENAS U OTRAS SUBSTANCIAS MIERALES SOLIDAS; MAQUINAS PARA AGLOMERAR, CONFIGURAR O MOLDEAR COMBUSTIBLES SOLIDOS MINERALES, PAST",2008-01-23,,
44462,44462,"PARTES Y PIEZAS DE LAS MAQUINAS (EXCEPTO MAQUINAS HERRAMIENTAS) PARA CLASIFICAR, CRIBAR, SEPARAR, LAVAR, TRITURAR, PULVERIZAR, MEZCLAR O AMASAR TIERRA, PIEDRA, MENAS U OTRAS SUBSTANCIAS MINERALES SOLIDAS (INCLUSO POLVOS Y PASTAS), MAQUINAS PARA AGLOMERAR,",2008-01-25,,
44462.00.1,44462,"PARTES Y PIEZAS DE LAS MAQUINAS (EXCEPTO MAQUINAS HERRAMIENTAS) PARA CLASIFICAR, CRIBAR, SEPARAR, LAVAR, TRITURAR, PULVERIZAR, MEZCLAR O AMASAR TIERRA, PIEDRA, MENAS U OTRAS SUBSTANCIAS MINERALES SOLIDAS (INCLUSO POLVOS Y PASTAS), MAQUINAS PARA AGLOMERAR,",,,
445,44,"MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO Y SUS PARTES Y PIEZAS",2008-01-23,,
4451,445,MAQUINARIA PARA LAS INDUSTRIAS DE LA ALIMENTACION  LAS BEBIDAS Y EL TABACO,2008-01-25,,
44511,4451,SEPARADORES DE CREMA,2008-01-23,,
44511,44511,SEPARADORES DE CREMA (DESNATADORAS): SEPARADORAS CENTRIFUGAS PARA CREMA.,2008-01-25,,
44511.00.1,44511,SEPARADORES DE CREMA (DESNATADORAS): SEPARADORAS CENTRIFUGAS PARA CREMA.,,,
44512,4451,MAQUINARIA DE LECHERIA,2008-01-23,,
44512,44512,"MAQUINAS Y APARATOS DE LA INDUSTRIA DE PRODUCTOS LACTEOS: BATIDORAS DE MANTEQUILLA (EXCEPTO PARA USO DOMESTICO), CUBOS ESPECIALES, ELABORADORAS DE MANTEQUILLA, HOMOGENEIZADORAS, IRRADIADORAS, ETC.",2008-01-25,,
44512.00.1,44512,"MAQUINAS Y APARATOS DE LA INDUSTRIA DE PRODUCTOS LACTEOS: BATIDORAS DE MANTEQUILLA (EXCEPTO PARA USO DOMESTICO), CUBOS ESPECIALES, ELABORADORAS DE MANTEQUILLA, HOMOGENEIZADORAS, IRRADIADORAS, ETC.",,,
44513,4451,"MAQUINARIA UTILIZADA EN LA INDUSTRIA DE LA MOLINERIA O PARA LA ELABORACION DE CEREALES O LEGUMINOSAS SECAS, EXCEPTO LA MAQUINARIA AGRICOLA",2008-01-23,,
44513,44513,"MAQUINAS PARA MOLINERIA O PARA LA ELABORACION DE CEREALES O LEGUMINOSAS SECAS (CON EXCEPCION DE MAQUINARIA DE TIPO AGRICOLA): ALIMENTADORAS AUTOMATICAS, CARRETELES DE CERNER, CEDAZOS DE MOLINO, CRIBAS MULTIPLES, DESINTEGRADORES, LIMPIADORAS INDUSTRIALES, ",2008-01-25,,
44513.00.1,44513,"MAQUINAS PARA MOLINERIA O PARA LA ELABORACION DE CEREALES O LEGUMINOSAS SECAS (CON EXCEPCION DE MAQUINARIA DE TIPO AGRICOLA): ALIMENTADORAS AUTOMATICAS, CARRETELES DE CERNER, CEDAZOS DE MOLINO, CRIBAS MULTIPLES, DESINTEGRADORES, LIMPIADORAS INDUSTRIALES, ",,,
44514,4451,"PRENSAS, MACHACADORAS Y MAQUINAS ANALOGAS USADAS EN LA FABRICACION DE VINO, SIDRA, JUGOS DE FRUTA Y BEBIDAS ANALOGAS",2008-01-23,,
44514,44514,"PRENSAS, MACHACADORAS Y MAQUINAS SIMILARES USADAS EN LA FABRICACION DE VINOS SIDRA, JUGOS DE FRUTA Y BEBIDAS SIMILARES: EXTRACTORAS AGRICOLAS O INDUSTRIALES, MAQUINAS DESINTEGRADORAS DE ORUJO DE UVAS, MAQUINAS DESPEDUNCULADORAS, MAQUINAS ESTRUJADORAS DE U",2008-01-25,,
44514.00.1,44514,"PRENSAS, MACHACADORAS Y MAQUINAS SIMILARES USADAS EN LA FABRICACION DE VINOS SIDRA, JUGOS DE FRUTA Y BEBIDAS SIMILARES: EXTRACTORAS AGRICOLAS O INDUSTRIALES, MAQUINAS DESINTEGRADORAS DE ORUJO DE UVAS, MAQUINAS DESPEDUNCULADORAS, MAQUINAS ESTRUJADORAS DE U",,,
44515,4451,"HORNOS DE PANADERIA, NO ELECTRICOS; SECADORAS PARA PRODUCTOS AGRICOLAS; MAQUINAS PARA PREPARAR BEBIDAS CALIENTES O PARA COCER O CALENTAR ALIMENTOS, EXCEPTO MAQUINAS DE USO DOMESTICO",2008-01-23,,
44515,44515,HORNOS NO ELECTRICOS DE PANADERIA (INCLUSO HORNOS PARA BIZCOCHOS).,2008-01-25,,
44515.00.1,44515,HORNOS NO ELECTRICOS DE PANADERIA (INCLUSO HORNOS PARA BIZCOCHOS).,,,
44515.1,44515,"SECADORES PARA PRODUCTOS AGRICOLAS: SECADORAS AGRICOLAS, NO CENTRIFUGAS, SECADORAS DE PLACA, PARA TRATAR CEBADA MALTEADA, ETC.",2008-01-25,,
44515.10.1,44515.1,"SECADORES PARA PRODUCTOS AGRICOLAS: SECADORAS AGRICOLAS, NO CENTRIFUGAS, SECADORAS DE PLACA, PARA TRATAR CEBADA MALTEADA, ETC.",,,
44515.11,44515,"MAQUINAS PARA PREPARAR BEBIDAS CALIENTES O PARA COCER O CALENTAR ALIMENTOS (EXCEPTO DE USO DOMESTICO): CAFETERAS DE FILTRO, COCEDORAS CALENTADOS POR VAPOR, COCINAS DE CARBON, LENA O PETROLEO, COCINAS DE GAS O ELECTRICAS, COCEDORAS INDUSTRIALES, ETC.",2008-01-25,,
44515.11.1,44515.11,"MAQUINAS PARA PREPARAR BEBIDAS CALIENTES O PARA COCER O CALENTAR ALIMENTOS (EXCEPTO DE USO DOMESTICO): CAFETERAS DE FILTRO, COCEDORAS CALENTADOS POR VAPOR",,,
44516,4451,MAQUINARIA N.C.P. PARA LA PREPARACION O FABRICACION INDUSTRIAL DE ALIMENTOS O BEBIDAS (INCLUSO GRASAS O ACEITES),2008-01-23,,
44516,44516,"MAQUINAS PARA LA EXTRACCION O LA PREPARACION DE GRASA Y ACEITES ANIMALES O VEGETALES FIJOS: BATIDORAS PARA LA ELABORACION DE MARGARINA, LAVADORAS DE SEBO, MAQUINAS DE LAMINAR SEBO EN BRUTO, MEZCLADORAS PARA ELABORACION DE MARGARINA, MOLEDORAS, PRENSAS IND",2008-01-25,,
44516.00.1,44516,"MAQUINAS PARA LA EXTRACCION O LA PREPARACION DE GRASA Y ACEITES ANIMALES O VEGETALES FIJOS: BATIDORAS PARA LA ELABORACION DE MARGARINA, LAVADORAS DE SEBO, MAQUINAS DE LAMINAR SEBO EN BRUTO, MEZCLADORAS PARA ELABORACION DE MARGARINA, MOLEDORAS, PRENSAS IND",,,
44516.01,44516,"MAQUINAS N.C.P. PARA LA PREPARACION O FABRICACION INDUSTRIAL DE ALIMENTOS Y BEBIDAS: MAQUINAS Y APARATOS PARA LA CONFITERIA, PARA LA ELABORACION DE CACAO O FABRICACION DE CHOCOLATE, PARA LA INDUSTRIA AZUCARERA, PARA LA INDUSTRIA CERVECERA, PARA LA PREPARA",2008-01-25,,
44516.01.1,44516.01,"MAQUINAS N.C.P. PARA LA PREPARACION O FABRICACION INDUSTRIAL DE ALIMENTOS Y BEBIDAS: MAQUINAS Y APARATOS PARA LA CONFITERIA, PARA LA ELABORACION DE CACAO O FABRICACION DE CHOCOLATE, PARA LA INDUSTRIA AZUCARERA, PARA LA INDUSTRIA CERVECERA, PARA LA PREPARA",,,
44516.01.2,44516.01,"MAQUINARIA, EQUIPOS, PARTES Y PIEZAS PARA CAMALES E INDUSTRIAS CARNICAS",2009-01-06,,
44517,4451,MAQUINAS N.C.P. PARA LA ELABORACION DEL TABACO,2008-01-23,,
44517,44517,"MAQUINAS PARA LA PREPARACION O LA MANUFACTURA DE TABACO N.C.P.: MAQUINAS PARA LA APLICACION DE FILTROS EN CIGARRILLOS, MAQUINAS DE CORTAR HOJAS DE TABACO, MAQUINAS DE DESPALILLAR HOJAS DE TABACO, ETC.",2008-01-25,,
44517.00.1,44517,"MAQUINAS PARA LA PREPARACION O LA MANUFACTURA DE TABACO N.C.P.: MAQUINAS PARA LA APLICACION DE FILTROS EN CIGARRILLOS, MAQUINAS DE CORTAR HOJAS DE TABACO, MAQUINAS DE DESPALILLAR HOJAS DE TABACO, ETC.",,,
4452,445,PARTES Y PIEZAS DE ORDENADORAS Y MAQUINAS DE LECHERIA; PARTES Y PIEZAS PARA PRENSAS  MACHACADORAS Y MAQUINAS ANALOGAS USADAS EN FABRICACION DE VINO  SIDRA  JUGOS DE FRUTA Y OTRAS BEBIDAS ANALOGAS,2008-01-25,,
44521,4452,"PARTES Y PIEZAS DE ORDENADORAS Y MAQUINAS DE LECHERIA; PARTES Y PIEZAS PARA PRENSAS, MACHACADORAS Y MAQUINAS ANALOGAS USADAS EN FABRICACION DE VINO, SIDRA, JUGOS DE FRUTA Y OTRAS BEBIDAS ANALOGAS",2008-01-23,,
44521,44521,"PARTES Y PIEZAS DE ORDENADORAS Y OTRAS MAQUINAS DE LECHERIA: ACCESORIOS (EXCEPTO FORROS DE CAUCHO), BARRILES DE BATIDORAS DE MANTEQUILLA, COPAS DE UBRE, CUBOS, MESAS PARA ELABORADORES DE MANTEQUILLA, MOLDES, PULSADORAS, RODILLOS, TAPAS, ETC.",2008-01-25,,
44521.00.1,44521,"PARTES Y PIEZAS DE ORDENADORAS Y OTRAS MAQUINAS DE LECHERIA: ACCESORIOS (EXCEPTO FORROS DE CAUCHO), BARRILES DE BATIDORAS DE MANTEQUILLA, COPAS DE UBRE, CUBOS, MESAS PARA ELABORADORES DE MANTEQUILLA, MOLDES, PULSADORAS, RODILLOS, TAPAS, ETC.",,,
44521.1,44521,"PARTES Y PIEZAS DE LAS PRENSAS, MACHACADORAS Y MAQUINAS ANALOGAS USADAS EN LA FABRICACION DE  VINOS, SIDRA, JUGOS DE FRUTA Y BEBIDAS SIMILARES: ARTESAS, CILINDROS DE ESTRUJAR, COLECTORES DE MOSTO, HOJAS PARA ESTRUJADORAS DE ORUJO, MARCOS PARA PRENSAS, RAL",2008-01-25,,
44521.10.1,44521.1,"PARTES Y PIEZAS DE LAS PRENSAS, MACHACADORAS Y MAQUINAS ANALOGAS USADAS EN LA FABRICACION DE  VINOS, SIDRA, JUGOS DE FRUTA Y BEBIDAS SIMILARES: ARTESAS, CILINDROS DE ESTRUJAR, COLECTORES DE MOSTO, HOJAS PARA ESTRUJADORAS DE ORUJO, MARCOS PARA PRENSAS, RAL",,,
44522,4452,"PARTES Y PIEZAS DE MAQUINAS PARA LIMPIAR, SELECCIONAR O CLASIFICAR SEMILLAS, GRANOS O LEGUMINOSAS SECAS; PARTES Y PIEZAS N.C.P. PARA LA MAQUINARIA UTILIZADA EN LA INDUSTRIA DE LA MOLINERIA O PARA LA ELABORACION DE CERALES O LEGUMINOSAS SECAS; PARTES Y PIE",2008-01-23,,
44522,44522,"PARTES Y PIEZAS DE LAS MAQUINAS PARA LIMPIAR, SELECCIONAR, CLASIFICAR, SEMILLAS, GRANOS, MOLINERIA O PARA LA ELABORACION DE CEREALES O LEGUMINOSAS SECAS: BASTIDORES DE TAMIZ, CILINDROS DE MEZCLAR O SEPARAR, RODILLOS PARA MOLINOS, ETC.",2008-01-25,,
44522.00.1,44522,"PARTES Y PIEZAS DE LAS MAQUINAS PARA LIMPIAR, SELECCIONAR, CLASIFICAR, SEMILLAS, GRANOS, MOLINERIA O PARA LA ELABORACION DE CEREALES O LEGUMINOSAS SECAS: BASTIDORES DE TAMIZ, CILINDROS DE MEZCLAR O SEPARAR, RODILLOS PARA MOLINOS, ETC.",,,
44522.01,44522,"PARTES Y PIEZAS, N.E.P., DE MAQUINAS DE ELABORACION DE ALIMENTOS DEL RUBRO DE ALIMENTOS Y BEBIDAS ; APARATOS PARA LA CONFITERIA, PARA LA ELABORACION DE CACAO, O FABRICACION DE CHOCOLATE, DE MAQUINAS DESCASCARILLADORAS O DESPULPADORAS DE CAFE, MAQUINAS PAR",2008-01-25,,
44522.01.1,44522.01,"PARTES Y PIEZAS, N.E.P., DE MAQUINAS DE ELABORACION DE ALIMENTOS DEL RUBRO DE ALIMENTOS Y BEBIDAS ; APARATOS PARA LA CONFITERIA, PARA LA ELABORACION DE CACAO, O FABRICACION DE CHOCOLATE, DE MAQUINAS DESCASCARILLADORAS O DESPULPADORAS DE CAFE, MAQUINAS PAR",,,
44523,4452,PARTES Y PIEZAS N.C.P. DE MAQUINAS PARA ELABORACION DE TABACO,2008-01-23,,
44523,44523,PARTES Y PIEZAS DE LAS MAQUINAS PARA LA ELABORACION DEL TABACO.,2008-01-25,,
446,44,"MAQUINARIA PARA LA FABRICACION DE TEXTILES, PRENDAS DE VESTIR Y ARTICULOS DE CUERO Y SUS PARTES Y PIEZAS",2008-01-23,,
4461,446,MAQUINARIA PARA PREPARAR  HILAR O TEJER TEXTILES Y PARA HACER TEJIDO DE PUNTO,2008-01-25,,
44611,4461,"MAQUINAS PARA LA EXTRUSION, EL ESTIRADO, LA TEXTURIZACION O EL CORTE DE MATERIALES TEXTILES MANUFACTURADOS; MAQUINAS PARA LA PREPARACION DE FIBRAS TEXTILES O LA FABRICACION DE HILADOS TEXTILES; MAQUINAS PARA BOBINAR O PARA DEVANAR Y MAQUINAS PARA PREPARAR",2008-01-23,,
44611,44611,"MAQUINAS PARA LA EXTRUSION, EL ESTIRADO, LA TEXTURIZACION, O EL CORTE DE MATERIALES TEXTILES: CORTADORAS DE FIBRAS LARGAS, MAQUINAS DE ELABORAR ESTOPAS HASTA HILADOS, MAQUINAS DE ROMPER PARA PRODUCIR ESTOPAS, ETC.",2008-01-25,,
44611.00.1,44611,"MAQUINAS PARA LA EXTRUSION, EL ESTIRADO, LA TEXTURIZACION, O EL CORTE DE MATERIALES TEXTILES: CORTADORAS DE FIBRAS LARGAS, MAQUINAS DE ELABORAR ESTOPAS HASTA HILADOS, MAQUINAS DE ROMPER PARA PRODUCIR ESTOPAS, ETC.",,,
44611.01,44611,"MAQUINAS  PARA  LA  PREPARACION  DE  FIBRAS  TEXTILES: CARDADORAS, PEINADORAS,  MECHERAS,  ALIMENTADORAS  AUTOMATICAS, BASTIDORES  DE  ESTIRAR  O  MECHAR,  CLASIFICADORAS  DE  TRAPOS, DESMOTADORAS  DE  ALGODON,   RASTRILLADORAS   DE  ESTOPA, ROMPEDORAS  D",2008-01-25,,
44611.01.1,44611.01,"MAQUINAS  PARA  LA  PREPARACION  DE  FIBRAS  TEXTILES: CARDADORAS, PEINADORAS,  MECHERAS,  ALIMENTADORAS  AUTOMATICAS, BASTIDORES  DE  ESTIRAR  O  MECHAR,  CLASIFICADORAS  DE  TRAPOS, DESMOTADORAS  DE  ALGODON,   RASTRILLADORAS   DE  ESTOPA, ROMPEDORAS  D",,,
44611.02,44611,"MAQUINAS HILADORAS O TORCEDORAS: BASTIDORES DE HILAR, MAQUINAS DE ANUDAR CRIN, MAQUINAS DE ELABORAR ESTOPAS HASTA HILADOS, MAQUINAS DE PLEGAR HILADOS, MAQUINAS RETORCEDORAS, RUECAS DE HILAR A MANO, SELFACTINAS PARA HILADOS DE TEXTILES, ETC.",2008-01-25,,
44611.02.1,44611.02,"MAQUINAS HILADORAS O TORCEDORAS: BASTIDORES DE HILAR, MAQUINAS DE ANUDAR CRIN, MAQUINAS DE ELABORAR ESTOPAS HASTA HILADOS, MAQUINAS DE PLEGAR HILADOS, MAQUINAS RETORCEDORAS, RUECAS DE HILAR A MANO, SELFACTINAS PARA HILADOS DE TEXTILES, ETC.",,,
44611.03,44611,"MAQUINAS PARA BOBINAR Y MOLINAR (INCLUIDAS LAS CANILLERAS) O PARA DESVANAR: CANILLERAS DE TRAMA, MAQUINAS DE BOBINAR MATERIAS TEXTILES, PARA HILADOS MECHAS, BRAMANTES O CUERDAS, MAQUINAS DE MOLINAR, PARA RETORCER FILAMENTOS CONTINUOS, ETC.",2008-01-25,,
44611.03.1,44611.03,"MAQUINAS PARA BOBINAR Y MOLINAR (INCLUIDAS LAS CANILLERAS) O PARA DESVANAR: CANILLERAS DE TRAMA, MAQUINAS DE BOBINAR MATERIAS TEXTILES, PARA HILADOS MECHAS, BRAMANTES O CUERDAS, MAQUINAS DE MOLINAR, PARA RETORCER FILAMENTOS CONTINUOS, ETC.",,,
44611.1,44611,"MAQUINAS PARA PREPARAR HILADOS TEXTILES PARA USAR CON LAS MAQUINAS DE TELARES, MAQUINAS DE HACER TRENCILLAS, TULES, ENCAJES, BORDADOS, PASAMANERIA Y MALLAS O REDES Y MAQUINAS PARA HACER MECHAS: MAQUINAS DE ANUDAR, DE ENCOLAR, DE ESTIRAR HILOS, DE PREPARAR",2008-01-25,,
44611.10.1,44611.1,"MAQUINAS PARA PREPARAR HILADOS TEXTILES PARA USAR CON LAS MAQUINAS DE TELARES, MAQUINAS DE HACER TRENCILLAS, TULES, ENCAJES, BORDADOS, PASAMANERIA Y MALLAS O REDES Y MAQUINAS PARA HACER MECHAS: MAQUINAS DE ANUDAR, DE ENCOLAR, DE ESTIRAR HILOS, DE PREPARAR",,,
44612,4461,TELARES,2008-01-23,,
44612,44612,"TELARES: MAQUINAS DE TEJER, TELARES DE ALFOMBRA (INCLUSO LOS TELARES PARA ALFOMBRAS DE NUDO), TELARES DE BASTIDOR MOVIL, AUTOMATICOS, TELARES DE MANO, TELARES DE MAQUINILLA DE LIZOS, TELARES JACQUARD, TELARES MECANICOS, TELARES SIN LANZADERA, ETC.",2008-01-28,,
44612.00.1,44612,"TELARES: MAQUINAS DE TEJER, TELARES DE ALFOMBRA (INCLUSO LOS TELARES PARA ALFOMBRAS DE NUDO), TELARES DE BASTIDOR MOVIL, AUTOMATICOS, TELARES DE MANO, TELARES DE MAQUINILLA DE LIZOS, TELARES JACQUARD, TELARES MECANICOS, TELARES SIN LANZADERA, ETC.",,,
44613,4461,"MAQUINAS PARA HACER TEJIDOS DE PUNTO, MAQUINAS PARA UNIR CON PUNTADAS, MAQUINAS PARA HACER TRENCILLAS, TULES, ENCAJES, BORDADOS, PASAMANERIA Y MALLAS O REDES Y MAQUINAS PARA HACER MECHAS",2008-01-23,,
44613,44613,"MAQUINAS PARA HACER TEJIDO DE PUNTO Y MAQUINAS PARA UNIR CON PUNTADAS: BASTIDORES DE COTTON, MAQUINAS DE COSER Y HACER PUNTO, MAQUINAS DE HACER PUNTO CIRCULARES, MAQUINAS PARA HACER PUNTO PARA CALCETERIA, MAQUINAS DE  HACER PUNTO PLANAS, MAQUINAS DE REPAR",2008-01-25,,
44613.00.1,44613,"MAQUINAS PARA HACER TEJIDO DE PUNTO Y MAQUINAS PARA UNIR CON PUNTADAS: BASTIDORES DE COTTON, MAQUINAS DE COSER Y HACER PUNTO, MAQUINAS DE HACER PUNTO CIRCULARES, MAQUINAS PARA HACER PUNTO PARA CALCETERIA, MAQUINAS DE  HACER PUNTO PLANAS, MAQUINAS DE REPAR",,,
44613.01,44613,"MAQUINAS PARA HACER TRENCILLAS, TULES, ENCAJES, BORDADOS, PASAMANERIA, MALLAS O REDES Y MAQUINAS PARA HACER MECHAS (ENCOPETAR) : MAQUINAS DE ESTIRAR HILOS, MAQUINAS PARA HACER HILADOS DE ENTORCHADO, MAQUINAS DE HACER REDECILLAS, MAQUINAS DE RODILLOS, TELA",2008-01-25,,
44613.01.1,44613.01,"MAQUINAS PARA HACER TRENCILLAS, TULES, ENCAJES, BORDADOS, PASAMANERIA, MALLAS O REDES Y MAQUINAS PARA HACER MECHAS (ENCOPETAR) : MAQUINAS DE ESTIRAR HILOS, MAQUINAS PARA HACER HILADOS DE ENTORCHADO, MAQUINAS DE HACER REDECILLAS, MAQUINAS DE RODILLOS, TELA",,,
44614,4461,"MAQUINARIA AUXILIAR PARA UTILIZAR CON MAQUINAS PARA LA EXTRUSION, LA PREPARACION, EL HILADO O EL TEJIDO DE FIBRAS TEXTILES, CON MAQUINAS PARA HACER TEJIDOS DE PUNTO O CON MAQUINAS ANALOGAS",2008-01-23,,
44614,44614,"MAQUINARIA AUXILIAR PARA UTILIZAR CON MAQUINAS PARA LA EXTRUSION, EL ESTIRADO, LA TEXTURIZACION, EL CORTE, LA PREPARACION, EL HILADO, EL BOBINADO, EL DESVANADO, DE FIBRAS TEXTILES, TELARES, MAQUINAS PARA HACER TEJIDOS DE PUNTO, UNIR PUNTADAS, HACER TRENCI",2008-01-25,,
44614.00.1,44614,"MAQUINARIA AUXILIAR PARA UTILIZAR CON MAQUINAS PARA LA EXTRUSION, EL ESTIRADO, LA TEXTURIZACION, EL CORTE, LA PREPARACION, EL HILADO, EL BOBINADO, EL DESVANADO, DE FIBRAS TEXTILES, TELARES, MAQUINAS PARA HACER TEJIDOS DE PUNTO, UNIR PUNTADAS, HACER TRENCI",,,
4462,446,OTRA MAQUINARIA PARA LA FABRICACION DE TEXTILES Y PRENDAS DE VESTIR (INCLUSO MAQUINAS DE COSER),2008-01-25,,
44621,4462,"MAQUINAS PARA LA FABRICACION O EL ACABADO DE FIELTRO O TEXTILES NO TEJIDOS EN PIEZAS O EN FORMA DETERMINADA; HORMAS DE SOMBRERERIA; MAQUINAS PARA LAVAR EXPRIMIR, PLANCHAR, PRENSAR, BLANQUEAR, TENIR, APRESTAR, ACABAR, REVESTIR O IMPREGNAR HILA DOSTEXTILES,",2008-01-23,,
44621,44621,"MAQUINAS PARA LA FABRICACION O EL ACABADO DE FIELTRO, EN PIEZAS O FORMA DETERMINADA (INCLUSO MAQUINAS PARA HACER SOMBREROS DE FIELTRO), HORMAS DE SOMBRERERIA: BATANES DE TAJO O MARTILLO, BATANES PARA FUNDIR O ENFIELTRAR, ENFIELTRADORAS, MAQUINAS DECORTAR ",2008-01-25,,
44621.00.1,44621,"MAQUINAS PARA LA FABRICACION O EL ACABADO DE FIELTRO, EN PIEZAS O FORMA DETERMINADA (INCLUSO MAQUINAS PARA HACER SOMBREROS DE FIELTRO), HORMAS DE SOMBRERERIA: BATANES DE TAJO O MARTILLO, BATANES PARA FUNDIR O ENFIELTRAR, ENFIELTRADORAS, MAQUINAS DECORTAR",,,
44621.1,44621,"MAQUINAS  PARA LAVAR (EXCEPTO LAS MAQUINAS PARA LAVAR ROPA DE USO DOMESTICO O LAVANDERIA), LIMPIAR (EXCEPTO LAS MAQUINAS PARA LIMPIAR EN SECO), ESCURRIR, PRENSAR EXPRIMIR, PLANCHAR (INCLUIDAS LAS PRENSAS DE FUSION), BLANQUEAR, TENIR, APRESTAR, ACABAR(EXCE",2008-01-25,,
44621.10.1,44621.1,"MAQUINAS  PARA LAVAR (EXCEPTO LAS MAQUINAS PARA LAVAR ROPA DE USO DOMESTICO O LAVANDERIA), LIMPIAR (EXCEPTO LAS MAQUINAS PARA LIMPIAR EN SECO), ESCURRIR, PRENSAR EXPRIMIR, PLANCHAR (INCLUIDAS LAS PRENSAS DE FUSION), BLANQUEAR, TENIR, APRESTAR, ACABAR(EXCE",,,
